rmse,mae,mape,mase,model,fold,n_test,arm
21.873549094739978,14.506250000000001,13.018618779103686,0.8608826236518223,seasonal_naive_15,6,64,full_sparse
94.34107526378423,81.18098214285715,83.70394282021815,4.817736968394629,drift,6,64,full_sparse
47.87110466891507,41.40858333333334,39.42956755167898,2.45741868930324,rolling_mean_15,6,64,full_sparse
48.13438552532053,41.50431841563786,39.458324496015884,2.463100148593535,train_mean,6,64,full_sparse
22.34952350097913,17.91128098691172,16.20161866611713,1.0629563511574365,ridge,6,64,full_sparse
15.253885157404447,11.846172515151725,11.209717529123072,0.7030186350763239,random_forest,6,64,full_sparse
15.54643368378901,12.656881597042084,12.008315659291757,0.7511306806729552,xgboost,6,64,full_sparse
33.148604372295765,18.579154929577467,18.32407390493533,1.1153560035762369,persistence,7,71,full_sparse
33.097070377990164,23.68563380281691,20.73956702781955,1.421911489549159,seasonal_naive_15,7,71,full_sparse
86.12713957706163,73.11643192488262,43.67546593928232,4.389373554211796,drift,7,71,full_sparse
47.171871282051036,40.83365258215963,34.94402725276525,2.451352589936868,rolling_mean_15,7,71,full_sparse
48.21354884308736,42.304511660124696,36.50192846393064,2.5396521659531737,train_mean,7,71,full_sparse
27.071721733942677,20.366516094746817,17.20857631954622,1.2226560402941067,ridge,7,71,full_sparse
22.94389496448457,16.321479249372683,13.940217288443272,0.979821737696592,random_forest,7,71,full_sparse
23.583807123119982,16.785865467769998,13.816656348201265,1.0077000754697993,xgboost,7,71,full_sparse
22.217004748615416,13.846250000000001,11.769277074468782,0.8026087824796384,persistence,0,64,full_dense
22.55274983233752,15.558125,12.227333355157661,0.9018389646233474,seasonal_naive_15,0,64,full_dense
35.162209183314445,30.005377906976747,21.618948255504613,1.7392853537788244,drift,0,64,full_dense
34.05211618322062,27.745208333333327,20.848923657743878,1.608272844998507,rolling_mean_15,0,64,full_dense
33.41321644128743,26.89336594202898,20.80747525478881,1.5588951301262979,train_mean,0,64,full_dense
