rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
10.096819555794163,8.277201250702237,8.984983478468573,0.5982809170747836,ridge__tuned,5,66,ridge,tuned,0
9.068795378685783,6.818211593138549,7.500064601633423,0.4829234452706247,ridge__tuned,6,66,ridge,tuned,0
10.0072216043818,7.522624211741924,9.082475681514886,0.5320969837115898,ridge__tuned,7,67,ridge,tuned,0
7.674758426108902,5.120212198369571,6.623630306671065,0.3684614147733201,random_forest__default_cov,0,66,random_forest,default_cov,0
7.2068725815702885,4.672688664384478,5.746363791059723,0.33065140029764056,random_forest__default_cov,1,66,random_forest,default_cov,0
8.78325628650809,5.414438316436326,7.738221350240944,0.38080092263633014,random_forest__default_cov,2,66,random_forest,default_cov,0
7.471157313663432,5.302285981186387,7.1900298579931325,0.3753949407622967,random_forest__default_cov,3,66,random_forest,default_cov,0
8.997850042833738,5.763164601335209,8.53647971881525,0.4131229819482571,random_forest__default_cov,4,66,random_forest,default_cov,0
11.52571898621011,8.561197144423511,8.852195759944747,0.6188083053301581,random_forest__default_cov,5,66,random_forest,default_cov,0
8.956889625938262,6.561400037900452,7.111330471803817,0.4647338776183541,random_forest__default_cov,6,66,random_forest,default_cov,0
8.590789799332818,5.435957717080122,6.95565109754739,0.3845010229711183,random_forest__default_cov,7,67,random_forest,default_cov,0
7.6747584261089035,5.120212198369572,6.623630306671066,0.3684614147733202,random_forest__default,0,66,random_forest,default,0
7.20687258157029,4.67268866438448,5.746363791059725,0.3306514002976407,random_forest__default,1,66,random_forest,default,0
8.78325628650809,5.414438316436326,7.738221350240947,0.38080092263633014,random_forest__default,2,66,random_forest,default,0
7.471157313663433,5.3022859811863885,7.190029857993135,0.37539494076229685,random_forest__default,3,66,random_forest,default,0
8.997850042833742,5.763164601335212,8.536479718815256,0.4131229819482573,random_forest__default,4,66,random_forest,default,0
11.52571898621011,8.56119714442351,8.852195759944747,0.618808305330158,random_forest__default,5,66,random_forest,default,0
8.956889625938263,6.561400037900453,7.111330471803817,0.4647338776183542,random_forest__default,6,66,random_forest,default,0
8.590789799332814,5.43595771708012,6.955651097547386,0.38450102297111816,random_forest__default,7,67,random_forest,default,0
7.3894969415526655,4.432696303118533,5.984225338717965,0.3198569766981562,random_forest__tuned,0,66,random_forest,tuned,0
6.554948113535606,4.485442615143743,5.625679284712703,0.3236187441386611,random_forest__tuned,1,66,random_forest,tuned,0
8.802345390987,5.0471113256567675,7.200173578751383,0.35712543236023797,random_forest__tuned,2,66,random_forest,tuned,0
10.721763932597552,7.7178531950182645,10.46536702053878,0.5495553871512782,random_forest__tuned,3,66,random_forest,tuned,0
8.695332039386775,5.351026246707193,7.992255776927813,0.38583426123934467,random_forest__tuned,4,66,random_forest,tuned,0
10.683756066161962,7.582542711394878,7.875670129236961,0.5499491954304426,random_forest__tuned,5,66,random_forest,tuned,0
8.256911272486724,5.368904914844172,6.032947129755027,0.38129798822056893,random_forest__tuned,6,66,random_forest,tuned,0
