rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
19.713506274632714,14.305114974246965,13.332141609997544,0.8489461377455026,ridge__default_cov,6,64,ridge,default_cov,0
23.519247548371602,17.09622520669964,14.546678437780969,1.0263317946946844,ridge__default_cov,7,71,ridge,default_cov,0
21.03822919088491,15.783487391470915,11.380424928253376,0.9149022730740233,ridge__default,0,64,ridge,default,0
24.545689947507533,16.67907497026772,17.710876977268203,0.9824813176012119,ridge__default,1,64,ridge,default,0
15.78402677115146,12.058676155260809,12.263413534064135,0.6888494814533104,ridge__default,2,64,ridge,default,0
18.5932142912451,14.687700022000225,14.704389288068887,0.8685695708988114,ridge__default,3,64,ridge,default,0
18.65684004487966,14.059388236511552,12.645807099202516,0.8507807020969571,ridge__default,4,64,ridge,default,0
26.23792986722151,17.651015926258292,14.715637147965449,1.079382574345412,ridge__default,5,64,ridge,default,0
19.713506274632714,14.305114974246965,13.332141609997544,0.8489461377455026,ridge__default,6,64,ridge,default,0
23.519247548371602,17.09622520669964,14.546678437780969,1.0263317946946844,ridge__default,7,71,ridge,default,0
19.801934497748405,12.745146490841707,11.665242972061696,0.7382619910649931,ridge__tuned,0,63,ridge,tuned,0
22.345595034714613,17.031064947839926,17.25891501669583,0.9875625573973679,ridge__tuned,1,63,ridge,tuned,0
16.0206603444538,11.630163728959836,11.759656421426476,0.679710960797199,ridge__tuned,2,63,ridge,tuned,0
14.696152198558254,11.032617774673907,10.707259072474749,0.6668420111055819,ridge__tuned,3,63,ridge,tuned,0
22.943582504194122,15.49161473228706,12.017011459625754,0.9463656451250421,ridge__tuned,4,63,ridge,tuned,0
22.36703217520239,13.92579751026465,12.853648993594108,0.8635148706123078,ridge__tuned,5,63,ridge,tuned,0
17.7707939145779,12.970878078802595,12.012712346533876,0.7770964896737296,ridge__tuned,6,63,ridge,tuned,0
24.056909672197463,17.840752591150114,14.667136354515565,1.082330910147183,ridge__tuned,7,63,ridge,tuned,0
17.216062550862706,12.151999297510564,8.471189497515997,0.7044002066168367,random_forest__default_cov,0,64,random_forest,default_cov,0
27.15720125829468,17.190221187295123,20.788005459653025,1.012590397972106,random_forest__default_cov,1,64,random_forest,default_cov,0
21.494319599525742,14.82312310439838,17.585973262133873,0.8467679646184647,random_forest__default_cov,2,64,random_forest,default_cov,0
17.587580349828567,13.72704680392198,13.554656846127955,0.811760529853653,random_forest__default_cov,3,64,random_forest,default_cov,0
16.748384567079682,11.568354132768722,9.606883480512952,0.7000398798024274,random_forest__default_cov,4,64,random_forest,default_cov,0
26.58842640306004,16.75437582582378,14.257452760463607,1.0245518663617104,random_forest__default_cov,5,64,random_forest,default_cov,0
15.553386148196273,11.074430462893107,10.721663223956645,0.6572191126131897,random_forest__default_cov,6,64,random_forest,default_cov,0
21.887536053984036,15.09476770572185,12.939347151272976,0.9061789864491139,random_forest__default_cov,7,71,random_forest,default_cov,0
17.21606255086271,12.151999297510566,8.471189497516,0.7044002066168368,random_forest__default,0,64,random_forest,default,0
27.15720125829468,17.190221187295126,20.788005459653032,1.0125903979721063,random_forest__default,1,64,random_forest,default,0
21.494319599525742,14.823123104398379,17.58597326213387,0.8467679646184646,random_forest__default,2,64,random_forest,default,0
17.587580349828567,13.72704680392198,13.554656846127955,0.811760529853653,random_forest__default,3,64,random_forest,default,0
